"","x"
"1","Abcg2"
"2","Cavin2"
"3","Cipc"
"4","Deaf1"
"5","Fzd4"
"6","Ggt7"
"7","Gm13205"
"8","Gm6545"
"9","Ifit3"
"10","Kdsr"
"11","Klf15"
"12","Ncapd2"
"13","Nfkbia"
"14","Pcsk4"
"15","Per3"
"16","Ppp1r3g"
"17","Sgcz"
"18","Srm"
"19","Utp15"
"20","Wnt4"
