"","x"
"1","Adamts2"
"2","Creb3l1"
"3","Elf1"
"4","Erp29"
"5","Glp1r"
"6","Hmgn5"
"7","Kank1"
"8","Lgr4"
"9","Loxl1"
"10","Nbl1"
"11","Nfil3"
"12","Nucb1"
"13","Plat"
"14","Ppp1r3c"
"15","Sox9"
"16","Tead1"
"17","Vcam1"
"18","Vstm4"
"19","Wwtr1"
"20","Zfp36l1"
"21","Zfp608"
