"","x"
"1","Ccnd3"
"2","Cebpa"
"3","Chrd"
"4","Csf1"
"5","Gm7694"
"6","Il1r1"
"7","Itprid2"
"8","Ksr1"
"9","Lats2"
"10","Nde1"
"11","Nxn"
"12","Pcolce2"
"13","Pdgfd"
"14","Pgpep1"
"15","Pnoc"
"16","Ramp2"
"17","Rhpn2"
"18","Slc25a29"
"19","Spns2"
"20","Stard13"
"21","Thbs4"
"22","Tub"
"23","Vcl"
"24","Wdr49"
"25","Zfp189"
