"","x"
"1","Csk"
"2","Desi2"
"3","Fgd6"
"4","Foxo4"
"5","Fzd2"
"6","Hmces"
"7","Id1"
"8","Klf2"
"9","Mea1"
"10","Nfe2l2"
"11","Phldb2"
"12","Prrx1"
"13","Ptch1"
"14","Rassf8"
"15","Sall3"
"16","Sap30"
"17","Sap30l"
"18","Trim8"
"19","Uaca"
"20","Unkl"
"21","Zdhhc7"
"22","Zswim3"
