"","x"
"1","Atp6v1g1"
"2","Babam1"
"3","Bcam"
"4","C1qbp"
"5","Chchd4"
"6","Creg1"
"7","Dtd1"
"8","Ebag9"
"9","Eif4a2"
"10","Eif4e"
"11","Fam32a"
"12","Galnt1"
"13","H2ac21"
"14","Ipp"
"15","Lsm4"
"16","Lypla1"
"17","Med30"
"18","Mrpl41"
"19","Mrpl43"
"20","Ndufb3"
"21","Nicn1"
"22","Prdx3"
"23","Ranbp1"
"24","Scarf2"
"25","Scp2"
"26","Snrpd3"
"27","Tmem132c"
"28","Tmem147"
"29","Tmem14c"
"30","Tmem222"
"31","Txn1"
"32","Vma21"
"33","Znhit2"
